promise_id,customer_id,customer_broken_promise_rate,customer_broken_promises_count,customer_avg_days_late,customer_on_time_ratio_90d,customer_on_time_ratio_all_time,recency_weighted_on_time_score,customer_dispute_rate,customer_invoice_count,customer_tenure_months,invoice_amount,invoice_amount_log,invoice_amount_vs_customer_avg_ratio,days_overdue_at_scoring,payment_terms_days,days_since_last_contact,prior_reminders_sent,promise_amount_ratio,promise_horizon_days,current_escalation_tier,is_broken
PRM-MOCK-010256,CUST-MOCK-0457,0.0,0,12.12,0.372,0.3968,0.3864,0.0414,2,80,19209.41,9.8632,1.303,9,15,24,1,1.0,10,0,0
PRM-MOCK-010257,CUST-MOCK-0458,0.2692,7,7.23,0.6769,0.6984,0.6812,0.0612,77,16,60599.1,11.0121,0.916,113,15,23,1,0.25,3,0,1
PRM-MOCK-010258,CUST-MOCK-0459,0.1481,4,8.53,0.4103,0.4028,0.4088,0.0733,78,81,63914.46,11.0653,1.729,17,60,10,1,0.25,3,0,0
PRM-MOCK-010259,CUST-MOCK-0460,0.0,0,13.44,0.1739,0.2044,0.1916,0.0304,2,93,255174.32,12.4497,1.511,12,30,24,2,1.0,7,1,1
PRM-MOCK-010260,CUST-MOCK-0461,0.6364,14,18.62,0.1766,0.5266,0.2475,0.0955,63,85,35899.93,10.4885,1.082,1,30,24,1,0.25,7,0,1
PRM-MOCK-010261,CUST-MOCK-0462,0.0,0,2.88,0.9987,0.9718,0.9931,0.0,48,49,47208.93,10.7624,0.964,6,30,21,4,1.0,5,3,0
PRM-MOCK-010262,CUST-MOCK-0463,0.5556,5,24.22,0.6855,0.6497,0.6768,0.11,28,88,37113.6,10.5218,1.648,31,30,15,4,1.0,2,3,1
PRM-MOCK-010263,CUST-MOCK-0464,0.0,0,13.51,0.7428,0.6915,0.7216,0.0901,9,50,10400.88,9.2497,0.651,10,30,21,1,1.0,2,0,0
PRM-MOCK-010264,CUST-MOCK-0465,0.1111,1,4.61,0.7927,0.7593,0.7846,0.079,28,68,39875.31,10.5935,0.632,2,15,16,1,1.0,5,0,0
PRM-MOCK-010265,CUST-MOCK-0466,0.7778,7,27.74,0.4884,0.4577,0.4807,0.1647,26,32,5883.33,8.68,1.148,31,30,15,4,1.0,3,3,1
PRM-MOCK-010266,CUST-MOCK-0467,0.0588,1,15.58,0.3172,0.3356,0.321,0.0331,51,89,95967.5,11.4718,1.032,6,30,12,4,0.8,2,3,1
PRM-MOCK-010267,CUST-MOCK-0468,0.2941,5,9.08,0.6967,0.6746,0.6921,0.06,51,73,37467.18,10.5312,0.956,34,45,12,4,1.0,2,3,1
PRM-MOCK-010268,CUST-MOCK-0469,0.0,0,13.24,0.5493,0.5715,0.5609,0.0206,4,38,50743.57,10.8346,0.832,14,30,7,5,1.0,3,3,0
PRM-MOCK-010269,CUST-MOCK-0470,0.125,1,7.5,0.6812,0.6254,0.6667,0.0622,24,18,31197.27,10.3481,0.914,18,15,1,5,0.5,10,3,0
PRM-MOCK-010270,CUST-MOCK-0471,0.1538,2,0.0,0.946,1.0,0.9577,0.0239,39,88,9048.97,9.1105,0.8,14,30,15,5,1.0,3,3,0
PRM-MOCK-010271,CUST-MOCK-0472,0.5294,9,24.36,0.4344,0.4578,0.4393,0.1374,49,24,71763.34,11.1811,0.574,14,60,8,3,1.0,2,2,1
PRM-MOCK-010272,CUST-MOCK-0473,0.68,17,5.83,0.1583,0.5083,0.2287,0.1709,73,78,120298.17,11.6977,1.97,13,30,9,4,1.0,5,3,1
PRM-MOCK-010273,CUST-MOCK-0474,0.2727,6,12.23,0.3757,0.4072,0.3821,0.0302,64,72,137007.19,11.8278,0.52,2,60,5,3,1.0,14,2,1
PRM-MOCK-010274,CUST-MOCK-0475,0.2,3,21.26,0.4192,0.3577,0.4062,0.1111,44,60,31414.2,10.355,0.818,10,30,18,5,0.5,21,3,1
PRM-MOCK-010275,CUST-MOCK-0476,0.0,0,0.12,0.8239,0.9049,0.8415,0.0014,39,24,102713.64,11.5397,1.422,3,60,3,1,1.0,2,0,0
PRM-MOCK-010276,CUST-MOCK-0477,0.2941,5,11.22,0.7013,0.7792,0.7175,0.1116,49,41,17602.98,9.7759,0.564,37,15,16,5,1.0,3,3,0
PRM-MOCK-010277,CUST-MOCK-0478,0.0769,2,6.01,0.8516,0.8994,0.8612,0.0,77,75,9735.62,9.1836,1.111,12,30,16,5,0.5,3,3,0
PRM-MOCK-010278,CUST-MOCK-0479,0.0,0,2.39,0.8543,0.8183,0.8416,0.0791,13,66,38660.3,10.5626,0.801,10,30,10,5,0.8,5,3,0
PRM-MOCK-010279,CUST-MOCK-0480,0.3333,2,14.54,0.2344,0.5844,0.3395,0.1376,18,88,59685.33,10.9969,1.29,7,30,15,2,1.0,5,1,1
PRM-MOCK-010280,CUST-MOCK-0481,0.5556,5,14.15,0.0717,0.4217,0.157,0.1137,28,56,37672.58,10.5367,1.524,82,30,19,5,1.0,3,3,1
PRM-MOCK-010281,CUST-MOCK-0482,0.3333,3,13.41,0.0503,0.4003,0.1383,0.1297,26,95,28293.56,10.2504,1.357,4,15,11,1,1.0,3,0,0
PRM-MOCK-010282,CUST-MOCK-0483,0.1905,4,19.02,0.5247,0.4679,0.5132,0.0802,60,70,9902.8,9.2007,1.13,10,30,21,1,1.0,5,0,0
PRM-MOCK-010283,CUST-MOCK-0484,0.1429,3,3.05,0.6513,0.7832,0.678,0.0449,62,33,48045.45,10.7799,0.897,4,45,19,3,1.0,2,2,0
PRM-MOCK-010284,CUST-MOCK-0485,0.0,0,19.31,0.3195,0.3197,0.3196,0.0788,17,81,54373.16,10.9036,1.911,31,30,15,4,0.8,5,3,1
PRM-MOCK-010285,CUST-MOCK-0486,0.0,0,0.0,0.9998,0.9773,0.9901,0.0139,8,86,97721.41,11.4899,1.723,75,30,13,3,1.0,2,2,0
PRM-MOCK-010286,CUST-MOCK-0487,0.44,11,12.29,0.6308,0.6096,0.6266,0.0851,74,86,99226.91,11.5052,1.723,20,30,10,1,0.5,10,0,0
PRM-MOCK-010287,CUST-MOCK-0488,0.5,2,12.59,0.1298,0.2027,0.1546,0.0166,14,23,12438.9,9.4287,1.002,9,30,17,5,1.0,7,3,1
PRM-MOCK-010288,CUST-MOCK-0489,0.1111,2,15.83,0.3372,0.2853,0.3266,0.1098,54,14,430612.97,12.973,1.605,8,30,18,1,0.5,3,0,0
PRM-MOCK-010289,CUST-MOCK-0490,0.0,0,2.59,0.9466,0.9474,0.9468,0.0331,35,89,82017.29,11.3147,0.773,2,30,7,3,0.5,7,2,0
PRM-MOCK-010290,CUST-MOCK-0491,0.1818,4,17.91,0.3338,0.3619,0.3395,0.0975,65,78,21231.72,9.9633,0.87,6,30,17,4,1.0,5,3,1
PRM-MOCK-010291,CUST-MOCK-0492,0.36,9,6.01,0.7263,0.638,0.7085,0.0659,74,67,15761.62,9.6654,0.829,1,30,6,3,1.0,3,2,1
PRM-MOCK-010292,CUST-MOCK-0493,0.8,20,20.35,0.5963,0.5721,0.5914,0.1526,74,91,22720.83,10.0311,1.269,25,30,7,1,0.25,5,0,1
PRM-MOCK-010293,CUST-MOCK-0494,0.0,0,4.78,0.8176,0.8141,0.8162,0.0,10,51,20946.89,9.9498,1.003,21,30,5,4,1.0,10,3,0
PRM-MOCK-010294,CUST-MOCK-0495,0.0,0,4.62,0.884,0.8625,0.8784,0.0,24,29,7038.62,8.8593,0.506,4,30,21,4,1.0,5,3,0
PRM-MOCK-010295,CUST-MOCK-0496,0.1429,3,17.89,0.3546,0.4238,0.3687,0.0133,60,29,52092.4,10.8608,1.826,53,30,12,2,1.0,3,1,0
PRM-MOCK-010296,CUST-MOCK-0497,0.0,0,0.0,0.8639,0.8401,0.8592,0.0588,79,32,53437.08,10.8863,1.196,9,30,1,5,1.0,10,3,0
PRM-MOCK-010297,CUST-MOCK-0498,0.0,0,13.15,0.027,0.377,0.2098,0.1077,4,81,24601.5,10.1106,1.298,44,30,5,1,1.0,3,0,1
PRM-MOCK-010298,CUST-MOCK-0499,0.375,3,25.05,0.5182,0.4171,0.4923,0.1609,25,48,35175.99,10.4681,0.807,19,30,3,5,0.5,5,3,1
PRM-MOCK-010299,CUST-MOCK-0500,0.0,0,5.03,0.957,0.9902,0.9642,0.0,38,13,73129.66,11.2,0.983,40,30,24,1,1.0,10,0,0
PRM-MOCK-010300,CUST-MOCK-0501,0.0,0,20.33,0.5676,0.5623,0.5645,0.1025,2,8,5362.53,8.5874,0.891,95,30,2,3,0.5,3,2,1
PRM-MOCK-010301,CUST-MOCK-0502,0.2083,5,15.26,0.3171,0.3317,0.32,0.043,71,91,23893.1,10.0814,0.822,105,15,22,2,1.0,3,1,1
PRM-MOCK-010302,CUST-MOCK-0503,0.0,0,3.74,0.9808,0.9383,0.9703,0.0,27,10,44400.73,10.701,1.038,8,30,14,4,1.0,7,3,1
PRM-MOCK-010303,CUST-MOCK-0504,0.08,2,10.05,0.3187,0.3626,0.3275,0.076,72,12,10866.28,9.2935,0.382,15,30,2,4,1.0,30,3,1
PRM-MOCK-010304,CUST-MOCK-0505,0.0,0,0.42,0.7878,0.8217,0.7956,0.0712,33,57,32040.97,10.3748,0.605,7,60,18,2,0.25,5,1,0
PRM-MOCK-010305,CUST-MOCK-0506,0.1111,1,18.74,0.2194,0.2622,0.2302,0.0452,26,94,26870.95,10.1988,0.844,14,45,8,3,0.8,10,2,0
PRM-MOCK-010306,CUST-MOCK-0507,0.25,3,10.9,0.5768,0.5031,0.5605,0.0403,37,31,110784.8,11.6154,1.588,4,45,14,4,0.5,14,3,0
PRM-MOCK-010307,CUST-MOCK-0508,0.2273,5,15.09,0.1045,0.4545,0.1752,0.0779,64,69,9682.24,9.1782,0.911,11,15,17,1,1.0,2,0,1
PRM-MOCK-010308,CUST-MOCK-0509,0.0556,1,0.36,0.8697,0.824,0.8603,0.0,54,45,58126.26,10.9704,0.782,14,30,13,2,0.5,2,1,0
PRM-MOCK-010309,CUST-MOCK-0510,0.6667,4,27.76,0.5979,0.5526,0.5847,0.1183,19,93,302022.44,12.6183,3.04,3,30,20,3,1.0,2,2,1
PRM-MOCK-010310,CUST-MOCK-0511,0.0,0,0.89,0.9239,0.9452,0.9305,0.0228,17,68,75224.06,11.2282,0.869,11,30,23,5,0.25,14,3,0
PRM-MOCK-010311,CUST-MOCK-0512,0.16,4,5.44,0.4806,0.3984,0.4641,0.0558,73,34,11666.29,9.3645,0.706,34,30,12,2,1.0,21,1,1
PRM-MOCK-010312,CUST-MOCK-0513,0.0741,2,0.0,0.8036,0.8626,0.8155,0.0,78,10,23703.57,10.0734,0.638,17,30,23,3,1.0,3,2,0
PRM-MOCK-010313,CUST-MOCK-0514,0.2,5,19.79,0.32,0.2988,0.3157,0.0734,73,94,18093.4,9.8034,0.654,94,60,14,1,1.0,7,0,1
PRM-MOCK-010314,CUST-MOCK-0515,0.0588,1,1.15,1.0,1.0,1.0,0.0,49,63,39242.57,10.5775,1.159,9,45,14,2,1.0,5,1,0
PRM-MOCK-010315,CUST-MOCK-0516,0.3889,7,12.8,0.1153,0.4653,0.1872,0.1341,53,26,31580.4,10.3603,1.032,14,30,9,3,1.0,10,2,1
PRM-MOCK-010316,CUST-MOCK-0517,0.3333,1,8.85,0.6234,0.6438,0.6311,0.0406,11,16,53668.93,10.8906,0.465,6,15,17,1,0.8,21,0,0
PRM-MOCK-010317,CUST-MOCK-0518,0.1176,2,3.87,1.0,1.0,1.0,0.0,49,39,22534.28,10.0228,0.852,12,60,3,1,1.0,3,0,0
PRM-MOCK-010318,CUST-MOCK-0519,0.5,1,19.77,0.5994,0.4938,0.5495,0.1649,6,19,42774.29,10.6637,0.881,8,30,17,4,0.25,21,3,1
PRM-MOCK-010319,CUST-MOCK-0520,0.037,1,0.0,0.8938,0.9153,0.8981,0.003,78,35,20547.59,9.9305,0.443,12,30,9,3,1.0,2,2,0
PRM-MOCK-010320,CUST-MOCK-0521,0.5,6,20.98,0.5066,0.5628,0.519,0.1487,37,17,32704.23,10.3953,0.631,4,30,2,5,0.25,5,3,1
PRM-MOCK-010321,CUST-MOCK-0522,0.0,0,0.0,0.8901,0.8338,0.8774,0.0,34,74,50392.43,10.8276,1.05,10,45,12,4,0.25,2,3,0
PRM-MOCK-010322,CUST-MOCK-0523,0.2,1,1.07,0.9479,0.9861,0.9597,0.0371,17,20,10358.11,9.2456,0.735,29,15,10,5,1.0,14,3,0
PRM-MOCK-010323,CUST-MOCK-0524,0.4615,12,19.34,0.475,0.4565,0.4713,0.1342,77,66,60938.31,11.0176,1.027,76,60,22,5,1.0,21,3,1
PRM-MOCK-010324,CUST-MOCK-0525,0.24,6,17.8,0.3018,0.3478,0.311,0.0733,73,83,62944.48,11.05,1.155,29,30,7,4,1.0,3,3,1
PRM-MOCK-010325,CUST-MOCK-0526,0.1176,2,27.94,0.2872,0.2685,0.2833,0.0728,49,27,55887.94,10.9311,1.155,57,60,5,4,1.0,7,3,1
PRM-MOCK-010326,CUST-MOCK-0527,0.0909,1,15.85,0.2052,0.2175,0.208,0.0427,34,62,203149.15,12.2217,1.304,13,30,15,3,0.5,3,2,0
PRM-MOCK-010327,CUST-MOCK-0528,0.0,0,0.26,0.7238,0.7959,0.7549,0.0522,8,88,29182.7,10.2814,0.992,2,30,19,4,1.0,2,3,0
PRM-MOCK-010328,CUST-MOCK-0529,0.0385,1,0.0,1.0,1.0,1.0,0.0156,75,90,47348.91,10.7653,1.271,3,30,7,4,1.0,3,3,0
PRM-MOCK-010329,CUST-MOCK-0530,0.2,1,15.24,0.3518,0.3375,0.3474,0.0726,17,52,38379.15,10.5553,0.747,21,30,3,2,1.0,3,1,0
PRM-MOCK-010330,CUST-MOCK-0531,0.1429,2,14.66,0.2455,0.3422,0.2664,0.0441,40,36,17987.69,9.7975,0.97,5,30,19,5,1.0,2,3,0
PRM-MOCK-010331,CUST-MOCK-0532,0.1333,2,2.92,1.0,1.0,1.0,0.028,44,91,43282.66,10.6755,0.763,33,15,22,1,1.0,3,0,0
PRM-MOCK-010332,CUST-MOCK-0533,0.0455,1,21.55,0.3867,0.3508,0.3794,0.105,64,71,35302.82,10.4717,0.705,11,30,14,1,0.8,14,0,0
PRM-MOCK-010333,CUST-MOCK-0534,0.5,2,17.8,0.529,0.4703,0.5091,0.0878,14,7,76056.22,11.2392,1.078,12,30,2,4,1.0,3,3,1
PRM-MOCK-010334,CUST-MOCK-0535,0.4286,3,23.94,0.4942,0.4776,0.4896,0.1194,21,79,69802.49,11.1534,1.51,8,30,14,3,0.5,7,2,1
PRM-MOCK-010335,CUST-MOCK-0536,0.3478,8,6.51,0.7236,0.6469,0.7081,0.1003,66,57,48327.17,10.7858,0.999,2,45,23,3,1.0,2,2,1
PRM-MOCK-010336,CUST-MOCK-0537,0.5,2,16.05,0.3202,0.2612,0.2994,0.0508,13,38,11470.86,9.3477,0.621,10,30,20,4,0.8,3,3,1
PRM-MOCK-010337,CUST-MOCK-0538,0.0,0,23.33,0.3012,0.2809,0.2921,0.0428,7,85,67852.48,11.1251,1.093,12,30,10,4,1.0,3,3,1
PRM-MOCK-010338,CUST-MOCK-0539,0.0,0,14.95,0.218,0.2987,0.2602,0.084,4,86,67539.24,11.1205,1.836,13,30,12,2,1.0,3,1,0
PRM-MOCK-010339,CUST-MOCK-0540,0.0,0,2.4,0.8305,0.8413,0.8362,0.0243,4,44,15503.98,9.6489,0.634,45,60,9,5,1.0,2,3,0
PRM-MOCK-010340,CUST-MOCK-0541,0.0,0,2.04,0.9458,0.9453,0.9455,0.0513,1,56,27886.11,10.2359,2.007,40,60,16,4,1.0,7,3,1
PRM-MOCK-010341,CUST-MOCK-0542,0.0952,2,0.81,0.9025,0.9099,0.904,0.0396,61,73,27283.19,10.2141,0.404,8,30,8,2,1.0,2,1,0
PRM-MOCK-010342,CUST-MOCK-0543,0.2353,4,13.03,0.5151,0.5188,0.5159,0.077,51,52,16282.72,9.6979,1.346,3,30,3,4,1.0,21,3,0
PRM-MOCK-010343,CUST-MOCK-0544,0.0526,1,0.0,0.9896,0.9914,0.99,0.0282,55,20,78999.73,11.2772,1.355,14,30,10,1,1.0,10,0,0
PRM-MOCK-010344,CUST-MOCK-0545,0.3684,7,28.19,0.5825,0.5479,0.5754,0.1568,56,40,54291.63,10.9021,1.411,4,15,20,3,1.0,2,2,1
PRM-MOCK-010345,CUST-MOCK-0546,0.5714,4,16.95,0.3651,0.3357,0.3567,0.0745,20,23,18826.4,9.8431,0.937,24,60,5,5,1.0,3,3,1
PRM-MOCK-010346,CUST-MOCK-0547,0.0,0,19.91,0.2423,0.3756,0.2877,0.0397,14,19,22659.22,10.0284,0.801,4,45,10,5,0.5,7,3,0
PRM-MOCK-010347,CUST-MOCK-0548,0.3529,6,4.5,0.5035,0.5265,0.5083,0.1437,51,21,155182.59,11.9524,1.616,1,30,23,1,1.0,21,0,1
PRM-MOCK-010348,CUST-MOCK-0549,0.5909,13,29.81,0.4116,0.4689,0.4231,0.1503,64,69,12839.01,9.4603,1.601,7,30,17,4,1.0,2,3,1
PRM-MOCK-010349,CUST-MOCK-0550,0.0588,1,0.0,1.0,0.9548,0.9907,0.0763,50,38,13385.21,9.502,1.045,4,30,11,5,1.0,21,3,0
PRM-MOCK-010350,CUST-MOCK-0551,0.2381,5,29.87,0.4836,0.5253,0.492,0.1356,62,78,24127.76,10.0912,1.001,5,45,9,4,1.0,2,3,0
PRM-MOCK-010351,CUST-MOCK-0552,0.0833,1,17.98,0.3856,0.3616,0.3803,0.0544,37,5,135126.24,11.814,2.696,10,30,8,5,1.0,5,3,0
PRM-MOCK-010352,CUST-MOCK-0553,0.0,0,2.26,0.833,0.867,0.8409,0.0,31,46,113555.27,11.6401,1.111,4,60,8,1,1.0,3,0,0
PRM-MOCK-010353,CUST-MOCK-0554,0.5,2,26.73,0.4533,0.5075,0.4724,0.1498,13,3,120666.17,11.7008,1.338,19,30,11,2,1.0,7,1,0
PRM-MOCK-010354,CUST-MOCK-0555,0.6667,8,33.26,0.4978,0.4917,0.4965,0.0916,37,77,180236.88,12.102,2.008,13,30,11,2,1.0,3,1,1
PRM-MOCK-010355,CUST-MOCK-0556,0.0,0,0.0,0.8813,0.9371,0.8986,0.0,17,38,33125.1,10.4081,1.049,28,45,16,5,0.25,10,3,0
PRM-MOCK-010356,CUST-MOCK-0557,0.5833,7,7.98,0.1852,0.5352,0.2637,0.1453,35,43,8757.1,9.0777,0.478,62,45,8,4,1.0,3,3,1
PRM-MOCK-010357,CUST-MOCK-0558,0.7,7,23.8,0.7226,0.6357,0.702,0.1104,30,67,26669.81,10.1913,1.551,3,15,2,5,0.25,3,3,1
PRM-MOCK-010358,CUST-MOCK-0559,0.0556,1,19.0,0.3927,0.4483,0.4042,0.0302,53,33,26958.55,10.2021,1.09,11,30,10,1,1.0,21,0,0
PRM-MOCK-010359,CUST-MOCK-0560,0.0417,1,2.54,0.9486,0.95,0.9489,0.0214,70,24,131691.59,11.7882,1.405,10,30,15,4,1.0,3,3,0
PRM-MOCK-010360,CUST-MOCK-0561,0.0,0,2.03,1.0,0.9385,0.9872,0.0235,49,1,38920.56,10.5693,0.956,35,30,24,2,1.0,5,1,0
PRM-MOCK-010361,CUST-MOCK-0562,0.0667,1,20.86,0.3537,0.3824,0.3597,0.0513,45,85,170857.38,12.0486,1.792,8,30,5,4,1.0,3,3,0
PRM-MOCK-010362,CUST-MOCK-0563,0.6364,7,25.64,0.6654,0.5688,0.6433,0.1048,33,92,9482.67,9.1573,1.708,38,15,5,5,1.0,7,3,1
PRM-MOCK-010363,CUST-MOCK-0564,0.1333,2,16.62,0.3248,0.2889,0.3173,0.0988,45,4,17039.7,9.7434,0.401,15,30,18,1,1.0,10,0,0
PRM-MOCK-010364,CUST-MOCK-0565,0.4286,6,23.07,0.4677,0.4711,0.4684,0.1409,40,11,32916.77,10.4018,1.086,2,30,3,3,1.0,5,2,0
PRM-MOCK-010365,CUST-MOCK-0566,0.0,0,4.93,1.0,0.9675,0.991,0.0054,21,39,7994.99,8.9867,0.627,30,15,20,1,0.25,3,0,0
PRM-MOCK-010366,CUST-MOCK-0567,0.6667,14,24.0,0.4671,0.3981,0.4531,0.0813,61,6,47425.13,10.7669,1.129,12,30,15,2,1.0,3,1,1
PRM-MOCK-010367,CUST-MOCK-0568,0.0,0,7.61,0.5485,0.5729,0.5543,0.0549,30,6,61333.91,11.0241,0.982,2,30,2,2,1.0,2,1,1
PRM-MOCK-010368,CUST-MOCK-0569,0.5769,15,20.0,0.4226,0.3707,0.4122,0.1044,75,78,88604.92,11.392,1.185,85,45,8,2,0.5,3,1,1
PRM-MOCK-010369,CUST-MOCK-0570,1.0,10,29.07,0.4767,0.5162,0.4862,0.1879,29,9,79712.69,11.2862,0.937,10,30,16,1,1.0,2,0,1
PRM-MOCK-010370,CUST-MOCK-0571,0.7778,7,7.35,0.5864,0.5447,0.5761,0.1288,27,85,34144.28,10.4384,0.898,7,15,4,1,1.0,10,0,0
PRM-MOCK-010371,CUST-MOCK-0572,0.0,0,2.85,1.0,1.0,1.0,0.0416,46,20,13090.4,9.4797,0.562,1,30,18,4,1.0,10,3,0
PRM-MOCK-010372,CUST-MOCK-0573,0.6667,16,32.07,0.5053,0.43,0.4902,0.1468,71,1,5153.87,8.5477,0.796,35,15,7,4,1.0,10,3,1
PRM-MOCK-010373,CUST-MOCK-0574,0.7143,10,19.37,0.0203,0.3703,0.0955,0.1006,41,75,38315.91,10.5536,0.96,13,45,18,1,1.0,3,0,1
PRM-MOCK-010374,CUST-MOCK-0575,0.0,0,15.76,0.3808,0.3785,0.3803,0.0932,51,92,6025.11,8.7039,0.757,29,30,11,5,1.0,5,3,1
PRM-MOCK-010375,CUST-MOCK-0576,0.0,0,5.6,0.9221,0.9206,0.9215,0.0,12,61,120234.31,11.6972,1.003,1,60,24,4,1.0,2,3,0
PRM-MOCK-010376,CUST-MOCK-0577,0.3913,9,12.17,0.1017,0.4517,0.1723,0.0819,67,11,10302.54,9.2402,0.829,1,30,4,1,1.0,3,0,1
PRM-MOCK-010377,CUST-MOCK-0578,0.0,0,0.97,1.0,1.0,1.0,0.0,13,14,148448.03,11.908,1.951,18,30,11,4,1.0,3,3,0
PRM-MOCK-010378,CUST-MOCK-0579,0.087,2,0.47,0.9113,0.9584,0.9208,0.0106,68,66,92591.67,11.436,1.302,5,30,10,2,1.0,3,1,0
PRM-MOCK-010379,CUST-MOCK-0580,0.0,0,0.92,0.9831,0.9146,0.9571,0.0146,11,79,12335.8,9.4203,0.433,8,45,12,2,0.5,5,1,0
PRM-MOCK-010380,CUST-MOCK-0581,0.1364,3,10.5,0.3953,0.3464,0.3854,0.0451,65,66,22525.23,10.0224,0.706,4,30,5,1,0.5,14,0,0
PRM-MOCK-010381,CUST-MOCK-0582,0.0,0,15.75,0.6027,0.5745,0.5946,0.0138,20,53,75139.96,11.2271,0.959,51,30,13,3,0.25,5,2,0
PRM-MOCK-010382,CUST-MOCK-0583,0.0,0,12.58,0.235,0.1669,0.2012,0.0582,5,11,9683.6,9.1783,0.387,10,45,1,4,0.5,2,3,0
PRM-MOCK-010383,CUST-MOCK-0584,0.6,3,16.44,0.0123,0.3623,0.1205,0.0915,17,56,159186.13,11.9778,0.607,37,45,20,5,0.5,3,3,1
PRM-MOCK-010384,CUST-MOCK-0585,0.05,1,16.87,0.3102,0.3063,0.3094,0.0363,59,46,14017.07,9.5481,1.062,10,30,13,1,1.0,2,0,0
PRM-MOCK-010385,CUST-MOCK-0586,0.0833,1,13.61,0.3094,0.3542,0.3194,0.1107,36,55,42881.45,10.6662,1.99,33,30,7,3,1.0,21,2,1
PRM-MOCK-010386,CUST-MOCK-0587,0.3333,3,13.39,0.6841,0.6401,0.673,0.0477,26,46,197416.77,12.1931,1.111,5,30,7,1,1.0,5,0,1
PRM-MOCK-010387,CUST-MOCK-0588,0.0,0,11.19,0.7267,0.6324,0.6799,0.0552,5,79,131063.69,11.7834,0.985,14,60,5,3,1.0,5,2,0
PRM-MOCK-010388,CUST-MOCK-0589,0.0,0,5.99,1.0,1.0,1.0,0.0188,16,80,28841.45,10.2696,0.906,37,45,7,3,0.8,7,2,0
PRM-MOCK-010389,CUST-MOCK-0590,0.0,0,2.17,1.0,1.0,1.0,0.0479,74,58,70982.61,11.1702,0.57,44,30,6,5,1.0,5,3,0
PRM-MOCK-010390,CUST-MOCK-0591,0.5,1,17.54,0.2735,0.3404,0.3023,0.0766,8,45,51584.57,10.851,1.235,1,15,14,1,0.8,7,0,0
PRM-MOCK-010391,CUST-MOCK-0592,0.2963,8,5.35,0.7429,0.7202,0.7384,0.0644,79,54,15309.11,9.6363,1.469,3,45,23,4,1.0,7,3,0
PRM-MOCK-010392,CUST-MOCK-0593,0.0,0,14.27,0.3616,0.3747,0.3685,0.0587,4,19,88503.99,11.3908,0.89,2,30,7,5,1.0,3,3,1
PRM-MOCK-010393,CUST-MOCK-0594,0.0,0,9.64,0.9741,1.0,0.9796,0.0209,44,52,272503.09,12.5154,1.26,7,30,15,1,0.8,5,0,0
PRM-MOCK-010394,CUST-MOCK-0595,0.4545,5,24.88,0.3073,0.3254,0.3114,0.1632,34,27,63677.56,11.0616,1.193,8,30,10,2,1.0,5,1,1
PRM-MOCK-010395,CUST-MOCK-0596,0.0,0,28.77,0.5465,0.5314,0.5382,0.1466,3,18,49510.32,10.81,0.762,6,45,14,1,1.0,5,0,0
PRM-MOCK-010396,CUST-MOCK-0597,0.3,6,18.73,0.3858,0.3196,0.3724,0.0181,58,16,13413.92,9.5041,0.841,105,15,17,4,1.0,3,3,1
PRM-MOCK-010397,CUST-MOCK-0598,0.3043,7,12.18,0.5573,0.5242,0.5506,0.0058,68,83,29361.31,10.2875,0.659,11,45,19,4,1.0,5,3,1
PRM-MOCK-010398,CUST-MOCK-0599,0.4545,10,25.12,0.4053,0.4735,0.4191,0.1463,64,36,64073.47,11.0678,0.835,11,30,17,1,1.0,3,0,1
PRM-MOCK-010399,CUST-MOCK-0600,1.0,4,23.93,0.5102,0.4838,0.5009,0.1205,13,27,48977.91,10.7991,1.12,4,60,6,5,1.0,5,3,1
PRM-MOCK-010400,CUST-MOCK-0601,0.7059,12,29.79,0.3098,0.4503,0.3389,0.1295,50,37,72302.63,11.1886,0.973,3,15,9,4,1.0,3,3,1
PRM-MOCK-010401,CUST-MOCK-0602,0.65,13,26.01,0.642,0.5669,0.6267,0.1623,58,17,114227.08,11.646,1.936,14,60,19,1,1.0,14,0,1
PRM-MOCK-010402,CUST-MOCK-0603,0.4286,9,17.0,0.3649,0.4146,0.375,0.0376,62,25,11563.88,9.3557,1.587,2,30,15,3,0.5,5,2,0
PRM-MOCK-010403,CUST-MOCK-0604,0.125,1,12.39,0.2121,0.228,0.2162,0.0758,25,32,55181.85,10.9184,1.237,10,30,8,3,1.0,7,2,1
PRM-MOCK-010404,CUST-MOCK-0605,0.7857,11,24.26,0.6596,0.6628,0.6603,0.1869,41,22,20976.52,9.9512,1.211,24,15,5,5,1.0,3,3,1
PRM-MOCK-010405,CUST-MOCK-0606,0.3125,5,7.51,0.4644,0.4079,0.4526,0.0222,48,17,107189.2,11.5824,0.98,72,45,14,2,0.8,14,1,0
PRM-MOCK-010406,CUST-MOCK-0607,0.2222,4,16.13,0.4993,0.4901,0.4974,0.0854,54,78,121316.2,11.7062,1.672,28,30,8,1,0.5,14,0,1
PRM-MOCK-010407,CUST-MOCK-0608,0.0,0,0.0,0.8241,0.8368,0.8267,0.0114,49,85,54412.16,10.9044,0.848,28,30,14,4,1.0,3,3,0
PRM-MOCK-010408,CUST-MOCK-0609,0.6923,18,25.36,0.455,0.4216,0.4483,0.1281,77,20,45418.99,10.7237,1.181,9,30,10,4,1.0,2,3,1
